USAF,WBAN,STATION NAME,LAT,LON
723980,93720,SALBRY-OCN CTY WICO RGNL AP,38.341,-75.513
723990,14711,HARRISBURG INTERNATIONAL AIRP,40.196,-76.772
724006,03701,CHESAPEAKE REGIONAL ARPT,36.666,-76.321
724006,99999,CHESAPEAKE RGNL,36.667,-76.317
724007,03719,SUFFOLK MUNICIPAL AIRPORT,36.682,-76.602
724007,99999,SUFFOLK EXECUTIVE,36.683,-76.6
724008,93781,HALIFAX COUNTY AIRPORT,36.439,-77.71
724008,99999,HALIFAX CO,36.433,-77.717
724010,13740,RICHMOND INTERNATIONAL AIRPOR,37.512,-77.323
724014,93714,DINWIDDIE COUNTY AIRPORT,37.183,-77.5
724014,99999,DINWIDDIE CO,37.183,-77.5
724015,13726,BLACKSTONE FAA AIRPORT,37.083,-77.95
724015,99999,ALLEN C PERKINSON BLACKSTONE,37.074,-77.958
724016,93736,CHARLOTTESVILLE ALBEMARLE ARP,38.137,-78.455
724016,99999,CHARLOTTESVILLE ALB,38.133,-78.45
724017,03707,FARMVILLE REGIONAL AIRPORT,37.358,-78.438
724017,99999,FARMVILLE RGNL,37.35,-78.433
724019,93773,WAKEFIELD MUNICIPAL ARPT,36.983,-77.001
724019,99999,WAKEFIELD MUNI,36.983,-77
724020,93739,WALLOPS FLIGHT FACILITY AIRPO,37.937,-75.466
724020,99999,WALLOPS ISL STN,37.933,-75.483
724024,93739,WALLOPS ISLAND UAU,37.937,-75.471
724025,99999,WEIRWOOD / KELLAM FIELD,37.47,-75.88
724026,03716,ACCOMACK COUNTY AIRPORT,37.647,-75.761
724026,99999,ACCOMACK CO,37.647,-75.761
724027,99999,PARRAMORE BEACH,37.53,-75.62
724028,99999,CAPE CHARLES COAST GUARD STAT,37.25,-76
724029,93775,RICHMOND (ASOS),37.708,-77.434
724029,99999,RICHMOND (ASOS),37.7,-77.433
724030,93738,WASHINGTON DULLES INTERNATION,38.935,-77.447
724033,03706,SHANNON AIRPORT,38.267,-77.449
724033,99999,SHANNON,38.267,-77.45
724035,13773,QUANTICO MCAF,38.504,-77.305
724036,03710,MANSAS RGNL/H P DAVS FD AP,38.721,-77.515
724036,99999,MANASSAS RGNL DAVIS,38.721,-77.515
724037,93728,DAVISON AAF AIRPORT,38.717,-77.183
724037,99999,DAVISON AAF,38.717,-77.183
724040,13721,NAVAL AIR STATION,38.3,-76.417
724043,03756,EASTON/NEWNAM FIELD AIRPORT,38.804,-76.069
724043,99999,EASTON/NEWMAN/FLD,38.8,-76.067
724045,93720,SALISBURY OCEAN CIT,38.341,-75.51
724046,99999,INDIAN RIVER COAST GUARD STAT,38.62,-75.07
724047,99999,THOMAS POINT COAST GUARD STAT,38.9,-76.43
724048,99999,COVE POINT COAST GUARD LIGHT,38.38,-76.38
724049,99999,SMITH POINT / SUNNYBANK,37.88,-76.18
724050,13743,RONALD REAGAN WASHINGTON NATL,38.847,-77.035
724053,03717,WINCHESTER REGIONAL ARPT,39.143,-78.144
724053,99999,WINCHESTER RGNL,39.15,-78.15
724055,03714,LESSBURG EXECUTIVE AIRPORT,39.078,-77.558
724055,99999,LEESBURG EXECUTIVE,39.078,-77.558
724056,63805,MOUNTIAN EMPIRE AIRPORT,36.895,-81.35
724056,99999,MOUNTAIN EMPIRE,36.895,-81.35
724057,13701,PHILLIPS ARMY AIRFIELD,39.472,-76.17
724057,99999,PHILLIPS AAF,39.467,-76.167
724058,53818,VIRGINIA HIGHLANDS AIRPORT,36.683,-82.033
724058,99999,VIRGINIA HIGHLANDS,36.683,-82.033
724060,93721,BALTIMORE-WASHINGTON INTL AIR,39.173,-76.684
724064,99999,FORT RITCHIE/SITE R,39.733,-77.433
724065,93733,TIPTON AIRPORT,39.083,-76.767
724065,99999,TIPTON,39.085,-76.759
724066,93706,HGRTWN RGNL-R.HNSON FLD AP,39.706,-77.73
724066,99999,HAGERSTOWN RGNL RIC,39.7,-77.717
724067,93744,MARTIN STATE AIRPORT,39.333,-76.417
724067,99999,MARTIN STATE,39.317,-76.4
724069,99999,STILLPOND COAST GUARD STATION,39.33,-76.1
724070,93730,ATLANTIC CITY INTERNATIONAL A,39.452,-74.567
724074,93780,SOUTH JERSEY REGIONAL ARPT,39.941,-74.841
724074,99999,SOUTH JERSEY RGNL,39.95,-74.85
724075,13735,MILLVILLE MUNICIPAL ARPT,39.366,-75.078
724076,13724,ATLANTIC CITY (CGS),39.379,-74.424
724077,54779,AEROFLEX-ANDOVER AIRPORT,41.009,-74.736
724077,99999,AEROFLEX ANDOVER,41.017,-74.733
724080,13739,PHILADELPHIA INTERNATIONAL AI,39.873,-75.227
724083,99999,DOVER(NEXRAD),38.833,-75.433
724084,04739,MONMOUTH EXECUTIVE,40.183,-74.117
724084,54760,MONMOUTH EXECUTIVE AIRPORT,40.183,-74.133
724084,99999,MONMOUTH EXECUTIVE,40.183,-74.117
724085,94732,NE PHILADELPHIA AIRPORT,40.079,-75.013
724085,99999,NORTHEAST PHILADELPH,40.082,-75.011
724086,14793,WILLOW GROVE NAS,40.2,-75.15
724087,99999,MANASQUAN INL COAST GUARD STA,40.1,-74.02
724088,13707,DOVER AFB AIRPORT,39.133,-75.467
724088,99999,DOVER AFB,39.117,-75.467
724089,13781,WILMINGTON NEW CAST,39.673,-75.601
724090,14780,NAES/MAXFIELD FIELD,40.033,-74.35
724093,13764,SUSSEX COUNTY AIRPORT,38.69,-75.363
724093,99999,SUSSEX CO,38.683,-75.367
724094,54743,ESSEX COUNTY AIRPORT,40.876,-74.283
724094,99999,ESSEX CO,40.883,-74.283
724095,14792,TRENTON MERCER AIRPORT,40.277,-74.816
724095,99999,TRENTON MERCER,40.267,-74.8
724096,14706,MCGUIRE AFB AIRPORT,40.017,-74.6
724096,99999,MC GUIRE AFB,40.017,-74.583
724097,54738,MORRISTOWN MUNICIPAL AIRPORT,40.8,-74.417
724097,99999,MORRISTOWN MUNI,40.8,-74.417
724098,99999,AMBROSE / FT. TILDEN,40.45,-73.82
724099,99999,SANDY HOOK COAST GUARD STATIO,40.47,-74.02
724100,13733,LYNCHBURG RGNL/PRESTON GLENN,37.321,-79.207
724104,99999,SOMERSET ARPT ASOS,40.633,-74.667
724105,93760,SHENANDOAH VALLEY RGNL ART,38.264,-78.896
724105,99999,SHENANDOAH VALLEY RG,38.267,-78.9
724106,13728,DANVILLE REGIONAL AIRPORT,36.573,-79.335
724106,99999,DANVILLE RGNL,36.567,-79.333
724107,53895,TWIN COUNTY AIRPORT,36.766,-80.823
724107,99999,TWIN COUNTY,36.767,-80.817
724110,13741,ROANOKE REGIONAL/WOODRUM FIEL,37.317,-79.974
724113,53881,VIRGINIA TECH AIRPORT,37.208,-80.408
724113,99999,VIRGINIA TECH ARPT,37.208,-80.408
724115,93757,INGALLS FIELD AIRPORT,37.95,-79.817
724115,99999,INGALLS FLD,37.95,-79.833
724116,13868,NEW RIVER VALLEY AIRPORT,37.133,-80.683
724116,99999,DUBLIN/NEW RIV VLLY,37.133,-80.683
724117,63802,LONESOME PINE AIRPORT,36.988,-82.53
724117,99999,LONESOME PINE,36.983,-82.533
724118,93797,MCKNBRG-BRUNWICK RGNL ARPT,36.688,-78.054
724118,99999,MECKLENBURG BRUNSWI,36.683,-78.05
724120,03872,RALEIGH COUNTY MEMORIAL AIRPO,37.784,-81.123
724125,03859,MERCER COUNTY AIRPORT,37.298,-81.204
724125,99999,MERCER CO,37.296,-81.208
724126,99999,WHITE SULPHUR SPRNG,37.767,-80.333
724127,53801,GREENBRIER VALLEY ARIPORT,37.867,-80.4
724127,99999,GREENBRIER VALLEY,37.858,-80.399
724130,99999,,,
724131,99999,PIKEVILLE (RAMOS),37.483,-82.517
724133,99999,PIKEVILLE REMOTE AUTOMATIC ME,37.48,-82.52
724140,13866,YEAGER AIRPORT,38.379,-81.59
724165,03725,GRANT CO,38.994,-79.144
724165,99999,GRANT CO,38.983,-79.15
724170,13729,ELKINS-RAND CO-J.RAND FIELD A,38.89,-79.855
724175,03802,HARRISON/MARION RGNL ARPT,39.296,-80.229
724175,99999,HARRISON MARION RGN,39.283,-80.217
724176,13736,MGTN RGNL-W L B HART FD AP,39.65,-79.921
724177,13734,ETRN WV RGNL/SHPHERD FD AP,39.404,-77.945
724180,13781,NEW CASTLE COUNTY AIRPORT,39.674,-75.606
724190,03889,JULIAN CARROLL AIRPORT,37.591,-83.314
724200,14891,MANSFIELD LAHM REGIONAL AIRPO,40.82,-82.518
724210,93814,CINCINNATI/NORTHERN KENTUCKY,39.044,-84.672
724220,93820,BLUE GRASS AIRPORT,38.041,-84.606
724230,93821,LOUISVILLE INTL-STANDIFORD FI,38.181,-85.739
724233,53841,CAPITAL CITY AIRPORT,38.185,-84.903
724233,99999,CAPITAL CITY ARPT,38.183,-84.9
724235,13810,BOWMAN FIELD AIRPORT,38.228,-85.664
724235,99999,BOWMAN FLD,38.217,-85.65
724236,03889,JACKSON CARROLL ARPT,37.591,-83.314
724237,53803,OWENSBORO-DAVIESS COUNTY AIRP,37.75,-87.167
724237,99999,OWENSBORO DAVIESS C,37.733,-87.167
724238,53886,HENDERSON CITY-COUNTY ARPT,37.8,-87.683
724238,99999,HENDERSON CITY CO,37.8,-87.683
724240,13807,GODMAN AAF AIRPORT,37.9,-85.967
724240,99999,FORT KNOX/GODMAN,37.9,-85.967
724243,03849,LDON-CRBN APT-MGEE FLD APT,37.087,-84.077
724250,03860,TRI-STATE/M.J.FERGUS,38.365,-82.555
724270,03804,OAK RIDGE,39.2,-81.27
724270,53868,OAK RIDGE,36.023,-84.234
724270,99999,OAK RIDGE,36.017,-84.217
724271,03804,PARKERSBURG WOOD COUNTY AP,39.2,-81.27
724273,03804,MID-OHIO VALLEY REGIONAL AIRP,39.34,-81.444
724275,14894,WHEELING OHIO COUNTY ARPT,40.176,-80.647
724275,99999,WHEELING OHIO CO,40.167,-80.65
724276,53859,DAYTON-WRIGHT BROTHERS APT,39.594,-84.226
724276,99999,DAYTON WRIGHT BROTHE,39.589,-84.225
724280,14821,PORT COLUMBUS INTERNATIONAL A,39.991,-82.877
724284,63825,BOLTON FIELD AIRPORT,39.9,-83.133
724284,99999,BOLTON FLD,39.9,-83.133
724285,13812,RICKENBACKER INTL AIRPORT,39.817,-82.933
724285,99999,RICKENBACKER INTL,39.8,-82.917
724286,93824,ZANESVILLE MUNICIPAL ARPT,39.944,-81.892
724287,04848,METCALF FIELD AIRPORT,41.563,-83.476
724287,99999,METCALF FLD,41.567,-83.483
724288,04804,OHIO STATE UNIVERSITY ARPT,40.078,-83.078
724288,99999,OHIO STATE UNIVERSI,40.067,-83.067
724289,99999,TOLEDO COAST GUARD STATION,41.7,-83.45
724290,93815,J.M.COX DAYTON INTERNATIONAL,39.906,-84.219
724293,00376,MOUNT WERNER,40.46,-106.76
724293,99999,MOUNT WERNER,40.46,-106.76
724294,53844,FAIRFIELD COUNTY AIRPORT,39.756,-82.657
724294,99999,FAIRFIELD CO,39.75,-82.65
724295,03867,SPRINGFIELD BECKLEY,39.833,-83.833
724295,63888,SPRINGFIELD-BECKLEY MUNICIPAL,39.84,-83.84
724295,99999,SPRINGFIELD BECKLEY,39.833,-83.833
724296,13841,AIRBORNE AIRPARK AIRPORT,39.431,-83.777
724296,99999,AIRBORNE AIRPARK,39.433,-83.8
724297,93812,CINA MUNI APT/LUKN FD APT,39.103,-84.419
724298,04850,LIMA ALLEN COUNTY AIRPORT,40.708,-84.027
724298,99999,LIMA ALLEN CO,40.707,-84.027
724303,14813,AKRON FULTON INTL AIRPORT,41.038,-81.464
724303,99999,AKRON FULTON INTL,41.033,-81.467
724320,93817,EVANSVILLE REGIONAL AIRPORT,38.044,-87.521
724325,99999,RACEWAY,38.049,-87.381
724330,03879,SALEM-LECKRONE AIRPORT,38.65,-88.967
724330,99999,SALEM-LECKRONE,38.65,-88.967
724335,93894,MOUNT VERNON AIRPORT,38.323,-88.858
724335,99999,MOUNT VERNON,38.317,-88.867
724336,93810,SOUTHERN ILLINOIS AIRPORT,37.78,-89.25
724336,99999,SOUTHERN ILLINOIS,37.767,-89.25
724337,03838,VANDALIA FAA AIRPORT,38.983,-89.167
724338,13802,SCOTT AIR FORCE BASE/MIDAMERI,38.55,-89.85
724338,99999,SCOTT AFB MIDAMERIC,38.533,-89.833
724339,03865,WILLIAMSON COUNTY RGNL APT,37.75,-89
724339,99999,WILLIAMSON CO RGNL,37.75,-89.017
724340,13994,LAMBERT-ST LOUIS INTERNATIONA,38.753,-90.374
724343,99999,ST LOUIS NEXRAD,36.7,-90.683
724345,03966,SPIRIT OF ST LOUIS AIRPORT,38.657,-90.656
724347,53904,ST CHARLES CO SMARTT ARPT,38.929,-90.428
724347,99999,ST CHARLES CO SMARTT,38.933,-90.433
724350,03816,BARKLEY REGIONAL AIRPORT,37.056,-88.774
724354,63815,SOMERSET-PULASKI CO-J.T. WILS,37.054,-84.615
724354,99999,SOMERSET PULASKI CO,37.053,-84.616
724356,53866,SHELBYVILLE MINUCIPAL ARPT,39.578,-85.803
724356,99999,SHELBYVILLE MUNI,39.583,-85.8
724360,13803,COLUMBUS BAKALAR,39.267,-85.9
724361,13803,COLUMBUS BAKALAR,39.267,-85.9
724363,13803,COLUMBUS MUNICIPAL AIRPORT,39.267,-85.9
724363,99999,COLUMBUS MUNI,39.25,-85.883
724365,53896,HUNTINGBURG AIRPORT,38.249,-86.954
724365,99999,HUNTINGBURG,38.25,-86.95
724370,93823,TERRE HAUTE HULMAN REGIONAL A,39.45,-87.3
724370,99999,TERRE HAUTE HULMAN REGIONAL A,39.45,-87.3
724371,93823,TERRE HAUTE HULMAN REGIONAL A,39.45,-87.3
724373,03868,TER HUTE INTL-HULMAN FD AP,39.452,-87.309
724373,93823,TERRE HAUTE INTL HU,39.45,-87.3
724373,99999,TERRE HAUTE INTL HU,39.45,-87.3
724375,03893,MONROE COUNTY AIRPORT,39.133,-86.617
724375,99999,MONROE CO,39.133,-86.617
724380,93819,INDIANAPOLIS INTERNATIONAL AI,39.725,-86.282
724384,53842,EAGLE CREEK AIRPARK ARPT,39.825,-86.296
724384,99999,EAGLE CREEK AIRPARK,39.831,-86.294
724385,04828,ANRSN MUNI DRNGTON FLD AP,40.117,-85.617
724385,99999,ANDERSON MUNI DARLIN,40.117,-85.617
724386,14835,PURDUE UNIVERSITY AIRPORT,40.412,-86.937
724387,54807,KOKOMO MUNICIPAL AIRPORT,40.528,-86.059
724387,99999,KOKOMO MUNI,40.533,-86.067
724388,14829,GOSHEN MUNICIPAL AIRPORT,41.533,-85.783
724388,99999,GOSHEN MUNI,41.533,-85.8
724389,12991,SHIP SHOAL 207A,28.517,-90.967
724389,99999,SHIP SHOAL 207A,28.53,-90.98
724390,93822,ABRAHAM LINCOLN CAPITAL AIRPO,39.845,-89.684
724394,99999,ALTON,38.883,-90.05
724395,03958,ST LOUIS REGIONAL AIRPORT,38.883,-90.05
724395,99999,ST LOUIS RGNL,38.883,-90.033
724396,93989,QUINCY RGNL BALDWIN,39.937,-91.192
724397,54831,CENTRAL ILLINOIS REGIONAL AIR,40.483,-88.95
724397,99999,CENTRAL ILLINOIS RG,40.467,-88.917
724398,99999,WEST PLAINS,36.883,-91.9
724400,13995,SPRINGFIELD-BRANSON REGIONAL,37.24,-93.39
724420,13997,ROLLA NATIONAL AIRPORT,38.132,-91.765
724430,93989,QUINCY RGNL-BLDWN FLD ARPT,39.937,-91.192
724450,03945,COLUMBIA REGIONAL AIRPORT,38.817,-92.218
724453,03994,SEDALIA MEMORIAL AIRPORT,38.704,-93.183
724453,99999,SEDALIA MEMORIAL,38.707,-93.176
724454,93996,FARMINGTON REGIONAL ARPT,37.761,-90.428
724454,99999,FARMINGTON RGNL,37.761,-90.429
724455,14938,KIRKSVILLE REGIONAL ARPT,40.097,-92.543
724455,99999,KIRKSVILLE RGNL,40.083,-92.533
724456,13997,ROLLA/VICHY AIRPORT,38.131,-91.768
724457,03938,WAYNESVILLE REGIONAL AIRPORT,37.75,-92.15
724457,99999,WAYNESVILLE RGNL AR,37.733,-92.133
724458,03963,JEFFERSON CITY MEMO ARPT,38.591,-92.156
724458,99999,JEFFERSON CITY MEM,38.583,-92.15
724459,53931,LEE C FINE MEMORIAL ARPT,38.096,-92.553
724459,99999,LEE C FINE MEM,38.1,-92.55
724460,03947,KANSAS CITY INTERNATIONAL AIR,39.297,-94.731
724461,13988,KANSAS CITY DOWNTOWN AP,39.121,-94.597
724462,03073,CROCKETT HOUSTON COUNTY AP,31.307,-95.404
724462,99999,HOUSTON CO,31.307,-95.404
724463,13988,C.R. WHEELER DOWNTOWN ARPT,39.121,-94.597
724463,99999,CHARLES B WHEELER D,39.117,-94.583
724464,53916,AGRICULTURAL SCIENCE CENTER,39.823,-93.579
724464,99999,CHILLICOTHE AGRI-SC,39.817,-93.583
724466,03929,RICHARD GEBAUR,38.844,-94.56
724466,99999,RICHARDS-GEBAUR AP,38.85,-94.55
724467,13930,WHITEMAN AFB AIRPORT,38.717,-93.55
724467,99999,WHITEMAN AFB,38.717,-93.55
724468,03967,JOHNSON CO EXECUTIVE ARPT,38.85,-94.739
724468,99999,JOHNSON CO EXECUTIVE,38.85,-94.733
724475,93909,NEW CENTURY AIRCENTER ARPT,38.832,-94.89
724475,99999,JOHNSON CO. INDUSTR,38.833,-94.883
724490,13993,ROSECRANS MEMORIAL AIRPORT,39.774,-94.923
724490,99999,ST. JOSEPH/ROSE-CRA,39.767,-94.917
724500,03928,WICHITA EISENHOWER NATIONAL,37.648,-97.43
724502,13932,STROTHER FIELD AIRPORT,37.168,-97.037
724502,99999,STROTHER FLD,37.167,-97.033
724503,99999,SPENCER,44.35,-112.18
724504,03974,COLONEL JAMES JABARA ARPT,37.746,-97.221
724504,99999,COL JAMES JABARA,37.75,-97.217
724505,03923,MCCONNELL AFB AIRPORT,37.617,-97.267
724505,99999,MC CONNELL AFB,37.617,-97.267
724506,13986,HUTCHINSON MUNICIPAL ARPT,38.065,-97.861
724506,99999,HUTCHINSON MUNI,38.067,-97.85
724507,13981,CHANUTE MARTIN JOHNSON APT,37.67,-95.484
724508,03997,LAWRENCE MUNICIPAL AIRPORT,39.008,-95.212
724508,99999,LAWRENCE MUNI,39.011,-95.217
724509,53939,NEWTON-CITY-COUNTY AIRPORT,38.068,-97.275
724509,99999,NEWTON CITY CO,38.058,-97.267
724510,13985,DODGE CITY REGIONAL AIRPORT,37.769,-99.968
724515,23064,GARDEN CITY REGIONAL ARPT,37.927,-100.725
724515,99999,GARDEN CITY RGNL,37.917,-100.717
724516,23020,LIBERAL MUNICIPAL AIRPORT,37.05,-100.967
724516,99999,LIBERAL MUNI,37.033,-100.95
724517,13940,GREAT BEND MUNICIPAL ARPT,38.35,-98.867
724517,99999,GREAT BEND MUNI,38.35,-98.867
724518,03968,HAYS REGIONAL AIRPORT,38.85,-99.267
724518,99999,HAYS RGNL,38.842,-99.273
724519,93967,COFFEYVILLE MUNICIPAL ARPT,37.091,-95.566
724519,99999,COFFEYVILLE MUNI,37.1,-95.567
724520,03957,MEDICINE LODGE,37.284,-98.553
724530,13969,PONCA CITY REGIONAL ARPT,36.737,-97.102
724550,13947,MARSHALL ARMY AIRFIELD,39.05,-96.767
724550,99999,FT RILEY/MARSHALL A,39.1,-96.767
724555,03936,MANHATTAN REGIONAL AIRPORT,39.135,-96.679
724555,99999,MANHATTAN RGNL,39.133,-96.667
724556,13989,EMPORIA MUNICIPAL AIRPORT,38.329,-96.195
724556,99999,EMPORIA MUNI,38.332,-96.191
724560,13996,PHILIP BILLARD MUNICIPAL AIRP,39.073,-95.626
724565,13920,FORBES FIELD AIRPORT,38.95,-95.664
724565,99999,FORBES FLD,38.95,-95.65
724567,13921,SHERMAN AAF,39.367,-94.917
724580,13984,BLOSSER MUNICIPAL AIRPORT,39.551,-97.651
724585,93997,RUSSELL MUNICIPAL AIRPORT,38.876,-98.809
724586,03919,SALINA MUNICIPAL AIRPORT,38.8,-97.65
724586,13922,SALINA MUNI,38.783,-97.65
724600,99999,ELKHART / ELKHART-MORTON COUN,37,-101.88
724604,93076,ELKHART-MORTON CO AIRPORT,37,-101.883
724604,99999,ELKHART MORTON CO,37.001,-101.88
724620,23061,SAN LUIS VALLEY REGIONAL AIRP,37.439,-105.861
724625,93005,DURA-LA PLATA CO AIRPORT,37.143,-107.76
724625,99999,DURANGO-LA PLATA CO,37.14,-107.76
724626,99999,DURANGO AVIATION WEATHER REPO,37.28,-107.87
724627,03011,TELLURIDE REGIONAL AIRPORT,37.95,-107.9
724627,99999,TELLURIDE RGNL,37.95,-107.917
724630,99999,LAMAR,38.083,-102.617
724631,99999,,,
724635,23067,LA JUNTA MUNICIPAL AIRPORT,38.049,-103.513
724636,03013,LAMAR MUNICIPAL AIRPORT,38.072,-102.687
724636,99999,LAMAR MUNI,38.07,-102.688
724640,93058,PUEBLO MEMORIAL AIRPORT,38.289,-104.506
724645,23070,PERRY STOKES AIRPORT,37.262,-104.338
724646,03028,COMANCHE NATIONAL GRASSLAND,37.283,-102.614
724646,99999,SPRINGFIELD COMANCHE,37.283,-102.617
724650,23065,RENNER FIELD/GOODLAND MINI AI,39.367,-101.693
724655,93990,HILL CITY MUNICIPAL ARPT,39.376,-99.83
724660,93037,CITY OF COLORADO SPRINGS MUNI,38.81,-104.688
724663,99999,PETERSON AFB,38.817,-104.733
724665,93010,LIMON MUNICIPAL AIRPORT,39.275,-103.666
724665,99999,LIMON MUNI,39.267,-103.667
724666,93067,CENTENNIAL AIRPORT,39.57,-104.849
724666,99999,CENTENNIAL,39.57,-104.849
724670,03017,DENVER INTL AP,39.833,-104.658
724671,99999,LEADVILLE/LAKE CO.,39.25,-106.3
724673,93009,LEADVILLE/LAKE COUNTY APT,39.229,-106.317
724673,99999,LAKE CO,39.22,-106.317
724674,94050,MEEKER AIRPORT,40.044,-107.889
724674,99999,MEEKER,40.049,-107.886
724675,23063,EAGLE CO REGIONAL AIRPORT,39.65,-106.917
724675,99999,EAGLE CO RGNL,39.633,-106.917
724676,93073,ASPEN-PITKIN COUNTY ARPT,39.23,-106.871
724676,99999,ASPEN PITKIN CO SARD,39.223,-106.869
724677,93007,GUNSN-CRSTED BUTTE RGL APT,38.533,-106.933
724677,99999,GUNNISON CO. (AWOS),38.534,-106.933
724678,94033,STEAMBOAT SPRINGS/BOB ADAMS F,40.517,-106.867
724678,99999,STEAMBOAT SPRINGS B,40.516,-106.866
724679,99999,WINTER PARK RESORT,39.88,-105.77
724680,94015,BUTTS AAF AIRPORT,38.678,-104.757
724680,99999,FORT CARSON/BUTTS,38.7,-104.767
724684,99999,SALIDA,38.517,-106.017
724685,99999,SALIDA/ALEXANDER,38.533,-106.05
724686,99999,GUNNISON AVIATION WEATHER REP,38.6,-106.92
724689,03026,KIT CARSON COUNTY AIRPORT,39.245,-102.284
724689,99999,KIT CARSON COUNTY,39.25,-102.283
724690,23062,DENVER WSFO,39.75,-104.867
724690,99999,DENVER/STAPLETON INT,39.75,-104.867
724694,00450,FRONT RANGE AIRPORT,39.784,-104.538
724694,99999,FRONT RANGE,39.785,-104.543
724695,23036,BUCKLEY AIR FORCE BASE,39.717,-104.75
724695,99999,BUCKLEY AFB,39.7,-104.75
724696,99999,FRASER,39.95,-105.833
724697,99999,FORT COLLINS DOWNTOWN,40.588,-105.042
724698,24015,COLORADO PLAINS RGNL ARPT,40.167,-103.217
724698,99999,COLORADO PLAINS RGNL,40.183,-103.217
724699,03065,ATCT ROCKY MOUNTAIN METRO,39.9,-105.117
724699,99999,BROOMFIELD/JEFFCO,39.917,-105.117
724700,93141,CARBON COUNTY AIRPORT,39.609,-110.755
724700,99999,PRICE/CARBON COUNTY,39.617,-110.75
724720,99999,BLANDING,37.617,-109.467
724721,93025,BLANDING,37.617,-109.467
724723,93025,BLANDING MUNI,37.583,-109.483
724723,99999,BLANDING MUNI,37.583,-109.483
724725,99999,TOOELE,40.32,-112.3
724733,23170,HANKSVILLE,38.417,-110.7
724735,23170,HANKSVILLE,38.371,-110.715
724735,99999,HANKSVILLE,38.37,-110.72
724736,99999,BULLFROG MARINA,37.5,-110.7
724737,00377,INVERNESS AIRPORT,28.817,-82.317
724737,99999,INVERNESS MUNI AIRPORT,28.804,-82.318
724739,99999,CARRABELLE THOMPSON,29.842,-84.701
724741,99999,LA BELLE MUNI,26.744,-81.433
724742,99999,VANDENBERG,28.02,-82.35
724743,99999,PHILLIPS PLATFORM,29.05,-88.08
724750,23176,MILFORD MUNICIPAL AIRPORT,38.417,-113.017
724750,99999,MILFORD MUNICIPAL,38.417,-113.017
724751,99999,,,
724754,23186,ST GEORGE MUNICIPAL ARPT,37.1,-113.6
724754,99999,ST GEORGE MUNI,37.091,-113.593
724755,93129,CEDAR CITY REGIONAL ARPT,37.709,-113.094
724756,23159,BRYCE CANYON AIRPORT,37.706,-112.146
724756,99999,BRYCE CANYON,37.7,-112.145
724757,23176,MILFORD MUNICIPAL AP,38.417,-113.017
724760,23066,GRAND JUNCTION REGIONAL AIRPO,39.134,-108.54
724765,93013,MONTROSE REGIONAL AIRPORT,38.506,-107.899
724765,99999,MONTROSE RGNL,38.517,-107.894
724766,99999,MONTROSE,38.5,-107.883
724767,93069,CORTEZ MUNICIPAL AIRPORT,37.307,-108.626
724767,99999,CORTEZ MUNI,37.3,-108.633
724768,24051,GREELEY-WELD COUNTY ARPT,40.436,-104.632
724768,99999,GREELEY WELD CO,40.437,-104.633
724769,94035,FORT COLLINS LOVELAND AP,40.45,-105.017
724769,99999,FORT COLLINS (AWOS),40.45,-105.017
724770,03170,EUREKA,39.601,-116.006
724770,99999,EUREKA (RAMOS),39.6,-116
724771,99999,GREEN RIVER RANGE,39,-110.15
724773,93132,GREEN RIVER RANGE,39,-110.15
724773,99999,GREEN RIVER RANGE,39,-110.17
724776,93075,CANYONLANDS FIELD AIRPORT,38.75,-109.763
724776,99999,CANYONLANDS FLD,38.75,-109.75
724795,99999,DELTA,39.33,-112.58
724796,94128,LOGAN-CACHE AIRPORT,41.787,-111.853
724796,99999,LOGAN CACHE,41.783,-111.85
724797,23176,MILFORD MUNI BRISCOE,38.417,-113.017
724800,23157,BISHOP AIRPORT,37.371,-118.358
724810,23203,CASTLE AFB,37.383,-120.567
724810,99999,CASTLE,37.38,-120.568
724815,23257,MRCD MUNI/MACREADY FLD APT,37.285,-120.513
724815,99999,MERCED MUNI MACREADY,37.285,-120.514
724828,93241,NUT TREE AIRPORT,38.378,-121.958
724828,99999,NUT TREE,38.383,-121.967
724830,23232,SACRAMENTO EXECUTIVE AIRPORT,38.507,-121.495
724833,23206,SACRAMENTO MATHER AIRPORT,38.567,-121.3
724833,99999,SACRAMENTO MATHER FL,38.555,-121.297
724834,99999,POINT CABRILLO,39.35,-123.82
724835,23206,MATHER FIELD,38.567,-121.3
724836,23208,SACRAMENTO MCCLELLAN AFB,38.667,-121.4
724836,99999,MC CLELLAN AFLD,38.668,-121.401
724837,93216,BEALE AIR FORCE BASE,39.133,-121.433
724837,99999,BEALE AFB,39.133,-121.433
724838,93205,YUBA COUNTRY AIRPORT,39.102,-121.568
724838,99999,YUBA CO,39.1,-121.567
724839,93225,SACRAMENTO INTL AIRPORT,38.696,-121.59
724839,99999,SACRAMENTO INTL,38.683,-121.583
724844,99999,TONOPAH TEST RANGE,37.799,-116.781
724845,99999,WELLS,41.12,-114.97
724846,53123,NORTH LAS VEGAS AIRPORT,36.212,-115.196
724846,99999,NORTH LAS VEGAS,36.211,-115.194
724850,99999,,,
724851,99999,,,
724855,23153,TONOPAH AIRPORT,38.051,-117.09
724856,99999,HAWTHORNE INDUSTRIAL,38.544,-118.634
724860,23154,ELY AIRPORT/YELLAND FIELD/AIR,39.295,-114.847
724870,03163,CALIENTE (AMOS),37.612,-114.526
